Flags,Block,Column,Row,Name,ID,RefNumber,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,1_3,1_4,1_5,1_6,1_7,1_8
0,1,71,2,222801530_EZ029918.1_46-1245,CUST_78_PI426227884,4182,3,2,5,13,3,11,0,1,8,7,1,0,1,4,2,5,0,3,3,1,0,0
0,1,72,2,NA,NA,4018,0,2,0,0,1,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-2,-1,-2,-1,1,-2
0,1,73,2,AY996050.1,CUST_233_PI426232937,3854,-1,3,0,-1,2,-1,1,1,2,0,1,0,-1,-2,1,1,13,0,0,1,1,-2
0,1,74,2,222782717_EZ011388.1_20-424,CUST_169_PI426227486,3690,2,1,-1,-4,1,0,1,3,2,-1,1,1,1,1,0,2,0,2,1,0,0,-1
0,1,75,2,NA,NA,3526,0,0,-3,-1,0,0,0,1,1,1,-1,-1,-1,-2,0,1,1,1,0,-2,1,1
0,1,76,2,222544482_EZ000672.1_465-578,CUST_3_PI426227498,3362,1,1,-2,0,1,0,-1,-1,0,1,-3,1,0,-1,11,4,2,1,0,-2,0,0
0,1,77,2,FN646415.1,CUST_271_PI426232937,3198,1,0,-3,1,6,1,3,-1,1,1,-1,0,2,2,1,7,-6,1,-1,-1,2,0
0,1,78,2,AJ884900.1,CUST_54_PI426232937,3034,0,50,150,48,169,132,261,90,62,56,17,22,14,31,32,50,29,44,76,3,2,55
0,1,79,2,222798753_EZ027141.1_137-795,CUST_473_PI426227486,2870,2,5,5,22,2,24,16,4,8,21,4,19,1,2,13,14,13,1,0,2,0,2
0,1,80,2,U43532.1,CUST_329_PI426232937,2706,2,65,15,147,47,11,35,107,40,76,36,4,0,2,9,131,61,321,6,28,-1,58
0,1,81,2,222800253_EZ028641.1_101-1481,CUST_63_PI426266360,2542,1,1,0,1,0,2,1,0,0,1,0,3,0,3,3,4,2,3,1,-1,0,-1
0,1,82,2,32454980_AY314973.1_63-1328,CUST_81_PI426232940,2378,55,321,70,292,503,177,364,216,195,365,184,13,21,19,102,533,267,462,63,110,4,263
0,1,83,2,222790529_EZ018917.1_97-1120,CUST_44_PI426266278,2214,1,0,0,0,-1,2,0,1,0,1,-1,0,1,0,0,1,1,2,0,0,0,-1
0,1,84,2,222799525_EZ027913.1_993-1520,CUST_102_PI426264540,2050,0,1,1,1,1,1,1,1,1,2,2,1,2,0,2,2,-1,2,-1,-2,0,-3
0,1,85,2,222783092_EZ011761.1_118-318,CUST_201_PI426227486,1886,-1,0,-1,1,-1,-1,1,-2,4,-4,1,2,1,-1,1,1,3,10,-2,-2,2,-2
0,1,86,2,222784189_EZ012847.1_251-412,CUST_9_PI426266366,1722,8,8,2,8,10,0,1,0,2,-6,2,1,0,-1,11,2,7,6,2,-1,0,1
0,1,87,2,Ac_11_135_169,CUST_29_PI426266615,1558,107,47,63,194,116,73,61,108,52,180,68,28,34,43,85,11,47,37,35,26,3,30
0,1,88,2,NA,NA,1394,0,0,1,0,-2,1,-1,0,0,0,-1,0,0,0,-1,-1,1,-1,-2,0,0,1
0,1,89,2,EZ030342.1,CUST_3_PI426247723,1230,0,1,0,3,0,1,0,0,2,1,0,2,2,2,2,1,2,1,-1,3,0,2
0,1,90,2,288950312_GQ501383.1_22-465,CUST_283_PI426232940,1066,44,286,233,440,212,148,342,335,245,377,116,44,76,52,136,298,423,132,126,60,19,292
0,1,91,2,222788530_EZ017002.1_857-1072,CUST_135_PI426266317,902,-2,0,0,1,-1,0,-1,0,1,1,1,0,0,1,1,-2,1,1,1,1,0,-1
0,1,92,2,NegativeControl,(-)3xSLv1,738,-2,-1,-2,3,-1,0,0,-1,0,0,-2,0,1,1,1,0,2,0,0,0,-1,-1
0,1,93,2,222546707_EZ002897.1_1739-2368,CUST_48_PI426266349,574,-1,-2,1,1,2,0,0,-2,1,0,0,-1,0,1,1,1,3,0,-1,1,33,1
0,1,94,2,DarkCorner,DarkCorner,410,-1,-8,-2,1,1,1,1,0,-1,0,1,1,0,1,1,2,2,-8,1,1,0,0
0,1,95,2,DarkCorner,DarkCorner,246,0,0,1,2,1,0,1,-1,1,1,0,2,14,5,1,2,0,-4,-2,0,-1,0
0,1,96,2,GE_BrightCorner,GE_BrightCorner,82,137,42,161,101,178,178,173,199,87,81,74,87,85,92,133,108,355,295,177,114,14,63
0,1,1,3,GE_BrightCorner,GE_BrightCorner,15743,129,55,158,96,169,171,129,159,74,83,47,95,23,100,112,141,272,305,195,83,6,73
0,1,2,3,GE_BrightCorner,GE_BrightCorner,15579,139,50,139,102,170,168,122,159,79,74,54,78,41,104,95,160,320,273,189,78,8,73
0,1,3,3,DarkCorner,DarkCorner,15415,1,2,-2,-2,-1,0,-1,1,-1,0,1,0,-2,-2,118,10,1,2,-1,-1,2,0
0,1,4,3,222801625_EZ030013.1_64-545,CUST_29_PI426247730,15251,2,0,-1,0,-1,-3,0,0,-2,-1,1,0,0,15,73,-1,1,3,-4,-1,0,-1
0,1,5,3,303306195_HM147134.1_1511-1711,CUST_27_PI426232931,15087,2,0,198,-1,218,124,268,3,-2,0,1,30,17,49,115,8,1,4,59,2,0,0
0,1,6,3,NA,NA,14923,1,-1,-2,-2,0,-1,-1,4,1,0,-1,-1,0,0,0,1,-5,0,1,1,0,1
0,1,7,3,222784943_EZ013577.1_4-1195,CUST_285_PI426227486,14759,2,-1,1,1,1,1,-2,5,0,3,-1,-3,-1,3,1,2,-1,1,0,2,-1,-1
0,1,8,3,222799365_EZ027753.1_43-309,CUST_45_PI426246032,14595,0,-1,1,1,-1,0,-2,-1,1,1,1,-3,-1,1,1,2,-1,-2,0,0,-1,0
0,1,9,3,222547658_EZ003571.1_45-221,CUST_24_PI426227486,14431,-1,0,0,1,1,1,0,-2,0,0,1,-1,0,2,-1,12,0,-5,0,-1,-1,1
0,1,10,3,NA,NA,14267,1,-1,-1,1,-1,0,18,-2,0,0,0,0,0,0,0,0,0,-2,1,-2,-1,0
0,1,11,3,222793775_EZ022163.1_175-1266,CUST_137_PI426226915,14103,1,0,1,0,-3,-1,-1,1,1,1,0,0,0,2,1,123,2,0,2,1,-1,1
0,1,12,3,AB086183_1000_1034,CUST_8_PI426266615,13939,2,1,1,-1,-1,0,0,1,1,1,0,1,-1,3,0,75,1,-1,-1,1,-1,0
0,1,13,3,222781261_EZ009932.1_36-332,CUST_39_PI426227890,13775,1,-1,3,1,0,1,0,1,1,1,1,1,-1,3,0,40,1,3,-1,0,1,1
0,1,14,3,222784098_EZ012756.1_161-715,CUST_262_PI426227486,13611,1,-2,4,0,1,2,0,0,0,1,1,2,1,1,0,66,1,1,-2,0,0,1
0,1,15,3,222783868_EZ012528.1_384-539,CUST_156_PI426264540,13447,1,-4,2,1,1,1,0,1,1,2,-2,1,2,1,0,2,1,1,0,6,-1,0
0,1,16,3,222796418_EZ024806.1_205-606,CUST_67_PI426266311,13283,-2,-1,2,1,1,-1,0,0,0,2,-1,1,0,4,1,2,0,0,0,1,0,0
0,1,17,3,NA,NA,13119,-2,-1,1,0,1,-1,-1,-1,0,-1,1,4,1,1,1,0,1,-1,0,0,1,0
0,1,18,3,222785330_EZ013964.1_239-427,CUST_32_PI426266366,12955,0,0,1,1,0,-1,0,-1,0,-1,1,3,0,2,1,1,0,1,-2,1,1,0
0,1,19,3,NA,NA,12791,-1,-1,1,0,-1,-1,0,0,-1,0,1,-3,-1,0,1,0,1,-2,0,-2,1,0
0,1,20,3,222802228_EZ030616.1_44-575,CUST_493_PI426227486,12627,1,1,1,-3,-1,0,-1,-2,0,1,2,-1,-1,2,0,9,3,-1,0,-1,1,-1
0,1,21,3,222778926_EZ007597.1_1-1215,CUST_328_PI426227498,12463,343,464,587,1049,561,622,345,430,116,250,131,97,24,64,173,298,156,377,145,187,10,128
0,1,22,3,205321387_AB441331.1_19-267,CUST_81_PI426246026,12299,692,831,1570,2413,1969,1910,829,1229,1235,2306,820,1260,427,978,1687,1599,882,1312,789,559,52,500
0,1,23,3,222545056_EZ001246.1_1245-1463,CUST_48_PI426227498,12135,3,1,-1,1,2,0,4,8,2,1,1,2,-1,2,-1,8,2,5,3,1,1,2
0,1,24,3,222782602_EZ011273.1_1449-1559,CUST_174_PI426246026,11971,0,-1,0,0,2,-1,-1,6,-2,1,0,0,-1,2,0,5,-1,-2,1,0,1,0
0,1,25,3,222781277_EZ009948.1_333-1052,CUST_23_PI426266317,11807,1,1,0,1,1,1,-1,0,1,1,2,1,-1,2,1,4,2,1,0,0,1,2
0,1,26,3,222785709_EZ014207.1_94-555,CUST_69_PI426245467,11643,1,1,3,0,0,2,0,1,1,1,2,2,0,2,1,31,3,0,2,0,0,0
0,1,27,3,222801966_EZ030354.1_34-321,CUST_45_PI426264540,11479,-1,0,0,0,0,1,0,1,1,-1,3,0,-1,1,0,0,2,4,0,-1,1,-1
0,1,28,3,222789249_EZ017681.1_596-1108,CUST_1090_PI426227498,11315,-1,2,0,-1,0,1,1,1,1,-1,1,0,0,0,2,2,2,1,-1,1,-2,-1
0,1,29,3,222781256_EZ009927.1_22-1405,CUST_416_PI426227498,11151,0,1,-2,-2,0,1,2,-1,0,-1,-1,0,1,2,3,0,1,2,1,16,-1,0
0,1,30,3,222791089_EZ019477.1_656-982,CUST_1138_PI426227498,10987,1,1,-1,-1,1,1,1,0,-1,0,-1,2,1,4,2,1,1,2,-1,0,1,-2
0,1,31,3,NA,NA,10823,1,0,0,-2,0,1,1,-1,-1,1,-1,2,0,0,1,-1,-1,-2,0,2,0,-2
0,1,32,3,SedC(C9)_1_17_51,CUST_375_PI426266615,10659,0,2,-2,-1,0,2,0,0,-2,1,1,3,0,1,2,24,1,-2,0,1,0,-1
0,1,33,3,222781749_EZ010420.1_19-1094,CUST_124_PI426227486,10495,0,2,-6,0,0,0,0,-1,1,1,0,2,0,2,1,1,-1,-3,1,0,0,-3
0,1,34,3,222790003_EZ018435.1_3-997,CUST_386_PI426227486,10331,1,2,-2,0,0,0,0,-1,-2,1,0,1,1,1,2,-1,-2,1,-1,-2,1,0
0,1,35,3,NA,NA,10167,0,1,0,0,0,1,1,0,-4,-1,-1,1,-2,0,-1,0,-1,-1,-1,-2,0,1
0,1,36,3,222789249_EZ017681.1_298-729,CUST_1084_PI426227498,10003,1,2,1,2,0,2,1,1,-1,2,0,1,-2,1,-1,5,6,2,-3,1,1,2
0,1,37,3,PU_cope(17B)_133_167,CUST_364_PI426266615,9839,0,1,0,10,0,1,0,-2,0,1,0,1,0,1,1,1,4,2,-1,1,1,2
0,1,38,3,NegativeControl,(-)3xSLv1,9675,-1,3,1,-3,-1,0,-1,-2,0,0,1,1,0,0,0,2,3,2,0,1,0,0
0,1,39,3,NA,NA,9511,0,3,1,0,-1,1,0,0,1,0,-1,-3,1,-1,1,-1,2,3,-1,0,0,0
0,1,40,3,222794007_EZ022395.1_1311-1703,CUST_25_PI426226978,9347,0,5,2,0,0,1,-1,-3,0,0,-1,0,0,0,-1,0,0,3,-1,-1,0,-1
0,1,41,3,L11067_2837_2871,CUST_262_PI426266615,9183,2,1,1,0,0,1,-1,-1,0,-7,0,0,0,1,2,1,1,1,-2,0,0,1
0,1,42,3,NA,NA,9019,-1,0,1,-1,-2,0,-1,0,-2,-7,1,0,1,2,1,-1,0,1,-2,-1,-1,-2
0,1,43,3,288950275_GQ501346.1_22-447,CUST_198_PI426232940,8855,51,383,244,546,194,176,331,329,297,338,111,37,47,56,150,462,391,103,97,52,4,234
0,1,44,3,222547477_EZ003390.1_5-235,CUST_57_PI426266349,8691,0,10,1,1,1,0,0,-1,-1,2,-2,1,-1,0,-1,1,3,0,4,1,-2,1
0,1,45,3,NA,NA,8527,1,2,0,1,1,0,0,-3,-2,-1,-1,1,0,1,-1,1,0,-11,1,0,-1,1
0,1,46,3,222784716_EZ013354.1_98-2018,CUST_26_PI426244597,8363,1,-2,-1,1,1,-1,0,-1,1,-1,-2,0,0,2,2,13,2,0,1,1,-3,-1
0,1,47,3,222791541_EZ019929.1_44-478,CUST_1151_PI426227498,8199,0,2,-4,1,0,1,0,-2,2,0,-1,1,0,2,-2,3,0,0,0,1,-1,1
0,1,48,3,222783213_EZ011882.1_950-1075,CUST_650_PI426227498,8035,0,-1,-2,1,1,0,4,0,1,1,-1,0,0,1,-3,0,-1,2,-1,-1,0,2
0,1,49,3,154814309_EU035527.1_1-678,CUST_14_PI426244603,7871,-1,-2,-2,0,0,2,1,-1,0,-1,-1,0,-1,0,-4,1,-1,2,-2,-6,0,0
0,1,50,3,222784674_EZ013314.1_79-375,CUST_9_PI426264530,7707,0,1,-1,6,-1,0,1,1,0,4,1,2,0,1,0,-2,2,3,-1,1,-1,2
0,1,51,3,222788924_EZ017356.1_250-949,CUST_1067_PI426227498,7543,0,1,-1,1,0,-1,2,0,-1,0,1,1,1,2,-1,-1,2,1,-2,0,0,0
0,1,52,3,NA,NA,7379,0,0,-2,0,-3,-1,2,0,-1,-3,0,-1,-1,1,0,-1,2,0,-1,-9,-1,1
0,1,53,3,NA,NA,7215,1,1,1,-1,1,1,-2,0,0,-1,-1,0,0,-1,1,1,1,0,-1,-5,0,0
0,1,54,3,AJ251055_190_224,CUST_130_PI426266615,7051,2,1,0,-2,1,1,3,1,0,-1,0,4,1,1,1,0,3,1,1,-3,0,1
0,1,55,3,222545162_EZ001352.1_418-1047,CUST_47_PI426226915,6887,-1,0,1,0,1,-1,0,-1,1,-2,1,0,0,3,0,1,2,0,0,1,0,1
0,1,56,3,35210451_AB106688.1_11-727,CUST_18_PI426232940,6723,-1,3,1,-2,3,5,9,1,0,0,1,1,0,1,1,2,1,2,1,0,1,0
0,1,57,3,NA,NA,6559,-1,1,0,-2,1,2,0,0,0,0,-1,0,-1,-2,0,2,0,-4,1,0,0,0
0,1,58,3,222547657_EZ003570.1_86-259,CUST_21_PI426227486,6395,-1,1,-1,-2,0,-1,1,-1,1,-2,0,0,0,0,1,-1,0,-2,0,-1,-2,-1
0,1,59,3,222782193_EZ010864.1_55-1470,CUST_36_PI426227884,6231,1,1,0,-2,0,2,1,-1,0,0,2,0,-1,-1,1,-1,2,0,0,-6,0,1
0,1,60,3,222549959_EZ005872.1_41-220,CUST_27_PI426264527,6067,0,0,1,0,-1,1,1,-2,1,0,0,0,1,-1,9,2,1,0,0,0,-1,-1
0,1,61,3,AJ884898.1,CUST_36_PI426232937,5903,0,0,0,0,-1,1,-1,-1,3,-2,0,1,1,0,-1,2,1,1,1,0,-2,1
0,1,62,3,222548087_EZ004000.1_10-243,CUST_203_PI426227498,5739,0,1,0,1,0,3,0,0,2,-1,0,-1,1,1,-1,1,1,-2,2,0,0,-1
0,1,63,3,AF299359_3_37,CUST_120_PI426266615,5575,19,43,0,20,2,2,0,10,12,7,1,0,1,2,0,7,24,20,0,3,-2,10
0,1,64,3,222793958_EZ022346.1_572-724,CUST_30_PI426266360,5411,0,0,-1,0,1,0,-2,-3,4,1,2,0,0,1,-1,1,1,-1,0,1,0,0
0,1,65,3,NA,NA,5247,-1,0,0,0,0,0,0,0,-9,2,2,0,0,0,1,1,2,0,1,0,1,1
0,1,66,3,222787221_EZ015693.1_27-245,CUST_1021_PI426227498,5083,13,10,38,52,33,51,25,71,71,62,29,30,23,46,48,80,21,23,11,5,1,9
0,1,67,3,222795160_EZ023548.1_42-583,CUST_125_PI426266274,4919,-1,2,-1,0,-1,-1,-1,1,34,0,0,-1,-2,2,2,0,0,4,1,1,-1,0
0,1,68,3,NA,NA,4755,0,1,-1,-2,0,0,0,1,7,-1,0,-1,0,0,1,0,0,0,-1,-1,2,-2
0,1,69,3,222784328_EZ012986.1_110-877,CUST_731_PI426227498,4591,0,2,-2,-3,0,0,-4,-1,12,0,6,-1,-1,0,2,2,1,1,0,-5,1,-2
0,1,70,3,222547774_EZ003687.1_100-237,CUST_33_PI426266271,4427,0,6,-1,0,-4,1,-1,1,6,1,2,0,-1,2,3,-1,-1,1,0,-3,-1,-1
0,1,71,3,222783114_EZ011783.1_64-434,CUST_204_PI426227486,4263,0,-1,2,1,-8,6,1,0,2,3,3,4,-1,4,-1,3,4,3,3,0,0,1
0,1,72,3,222544563_EZ000753.1_478-630,CUST_33_PI426226915,4099,189,177,289,620,261,379,265,535,635,354,264,245,282,293,489,627,167,176,123,154,1,94
0,1,73,3,DQ482993.1,CUST_252_PI426232937,3935,1,3,1,-1,5,-1,1,-2,0,-1,1,2,1,1,1,2,0,-2,-2,0,2,0
0,1,74,3,288950318_GQ501389.1_22-453,CUST_301_PI426232940,3771,10,113,106,145,83,59,122,108,52,81,25,13,19,33,62,83,69,18,32,7,1,52
0,1,75,3,222794661_EZ023049.1_421-1566,CUST_69_PI426227495,3607,1,-2,1,2,0,2,1,1,3,-1,3,1,0,-1,1,7,2,1,-4,1,0,-1
0,1,76,3,NA,NA,3443,0,0,0,0,0,0,-1,-1,3,-1,-2,0,0,-1,-1,-1,1,1,-1,1,1,0
0,1,77,3,222546574_EZ002764.1_330-602,CUST_164_PI426227498,3279,2,1,-3,3,0,1,-2,-1,1,2,3,0,1,1,0,-1,-1,0,0,1,0,0
0,1,78,3,222783756_EZ012416.1_45-498,CUST_239_PI426227486,3115,1,-2,-2,-1,0,1,-1,-2,2,2,2,0,1,-1,0,1,2,-1,-4,1,0,-1
0,1,79,3,AF007889_115_150,CUST_105_PI426266615,2951,-1,-1,0,0,0,0,2,-1,0,2,0,0,0,0,1,5,0,0,-2,1,0,1
0,1,80,3,222788148_EZ016620.1_11-520,CUST_369_PI426227486,2787,0,0,0,1,0,0,1,-2,0,0,1,2,0,0,0,1,2,0,-1,2,0,3
0,1,81,3,222785660_EZ014172.1_128-1081,CUST_328_PI426227486,2623,-1,2,0,1,-1,0,0,-1,0,2,-1,2,-1,0,2,0,0,-7,-1,0,1,1
0,1,82,3,NA,NA,2459,0,-3,-2,0,1,0,-1,-1,-1,0,-2,1,0,-2,-1,1,-2,2,0,-7,-2,1
0,1,83,3,DQ174709.1,CUST_243_PI426232937,2295,70,400,589,430,600,350,752,492,497,616,81,95,65,138,187,789,587,770,389,139,40,623
0,1,84,3,119654707_EF036595.2_367-1338,CUST_130_PI426232940,2131,346,1451,3305,3374,2585,840,3884,2111,1135,2623,405,455,787,958,2038,1267,3845,1525,1921,417,127,2003
0,1,85,3,NA,NA,1967,0,1,-1,-1,-7,1,-2,-4,0,-3,0,0,0,-1,0,-2,0,0,-2,0,1,-3
0,1,86,3,222783434_EZ012097.1_112-1206,CUST_8_PI426266278,1803,-1,2,1,-1,-1,-1,1,0,-2,-7,-2,1,0,0,2,-1,1,-4,0,0,1,-2
0,1,87,3,222545996_EZ002186.1_1001-1168,CUST_60_PI426226915,1639,1,1,0,-3,-4,1,0,1,-1,-5,2,0,-3,1,1,-1,1,1,1,0,1,-3
0,1,88,3,222547206_EZ003119.1_23-241,CUST_15_PI426247733,1475,0,0,1,0,-9,1,0,2,0,2,-1,3,0,2,0,3,1,0,-1,0,2,0
0,1,89,3,NA,NA,1311,0,2,0,0,-2,1,-1,1,0,0,-1,0,-1,1,0,1,0,2,-3,0,0,0
0,1,90,3,222785274_EZ013908.1_61-1240,CUST_310_PI426227486,1147,0,0,1,-1,-1,0,0,0,1,0,0,1,2,1,2,0,1,3,-2,2,1,0
0,1,91,3,HM124366.1,CUST_318_PI426232937,983,0,-3,2,-1,-2,2,-1,-5,1,2,-1,1,2,1,3,3,2,3,0,2,-5,-3
0,1,92,3,DQ174705.1,CUST_237_PI426232937,819,11,196,669,267,677,366,745,369,262,330,35,100,65,136,176,357,208,332,354,51,40,273
0,1,93,3,222801589_EZ029977.1_227-343,CUST_1420_PI426227498,655,-2,-1,-1,19,1,1,0,-4,1,0,0,2,0,2,0,1,16,2,1,1,1,1
0,1,94,3,222784833_EZ013467.1_157-813,CUST_31_PI426226903,491,-10,-2,-2,1,0,3,-1,-2,0,0,0,1,-1,1,-1,2,2,-1,3,1,3,1
0,1,95,3,DarkCorner,DarkCorner,327,0,2,0,-1,0,1,-2,-2,2,-1,0,1,0,0,4,2,3,2,0,1,-2,-2
0,1,96,3,DarkCorner,DarkCorner,163,1,1,-1,1,1,1,0,0,0,0,1,4,1,1,0,4,1,3,0,0,0,0
0,1,1,4,DarkCorner,DarkCorner,15661,0,0,3,1,1,-1,-8,1,0,0,0,17,1,4,-1,5,0,1,1,0,1,49
0,1,2,4,DarkCorner,DarkCorner,15497,0,0,1,0,-4,1,0,1,0,0,1,2,-2,2,147,1,26,1,-1,0,35,2
0,1,3,4,222801142_EZ029530.1_6-756,CUST_1387_PI426227498,15333,1,0,2,-2,-2,0,0,0,-2,1,2,3,-1,20,97,0,1,5,-1,1,1,-1
0,1,4,4,222791261_EZ019649.1_38-1273,CUST_398_PI426227486,15169,24,14,4,22,6,15,1,12,-6,3,1,-1,1,9,29,70,1,4,0,2,0,0
0,1,5,4,222781680_EZ010351.1_13-324,CUST_48_PI426266271,15005,0,2,1,-2,1,1,0,2,0,0,0,0,-1,2,8,6,0,3,0,1,-1,1
0,1,6,4,222792999_EZ021387.1_32-178,CUST_93_PI426226868,14841,1,0,2,4,-1,0,1,2,0,1,-1,1,0,1,1,2,26,5,2,1,0,4
0,1,7,4,222782842_EZ011513.1_36-887,CUST_71_PI426227893,14677,-1,-1,1,0,-3,0,0,0,2,-1,-2,-1,-1,2,0,1,1,0,0,-1,0,1
0,1,8,4,222546373_EZ002563.1_1290-1397,CUST_15_PI426264540,14513,-1,-3,1,1,2,0,-1,-1,-1,0,2,-1,-2,3,1,128,0,-2,-3,1,-1,0
0,1,9,4,AB086183_1000_1034,CUST_8_PI426266615,14349,-1,8,-1,1,0,1,1,-2,-1,-1,1,0,0,-1,-2,57,0,-2,-5,-2,1,0
0,1,10,4,NA,NA,14185,2,-5,1,-2,-1,0,-1,-1,-1,0,-1,1,0,0,1,1,0,-2,1,-2,1,0
0,1,11,4,168989246_DQ483007.1_29-1035,CUST_39_PI426267032,14021,2,0,4,6,-9,2,-1,2,1,1,0,2,0,2,-1,68,8,2,2,1,1,2
0,1,12,4,MGID_373_177_211,CUST_317_PI426266615,13857,1,-2,3,15,1,3,2,2,2,5,1,-1,-1,2,-1,14,0,1,0,0,0,2
0,1,13,4,NA,NA,13693,1,-2,2,-1,0,1,0,-1,1,1,0,-1,-1,1,-1,0,1,0,-1,0,1,1
0,1,14,4,205321187_AB441211.1_13-288,CUST_42_PI426246026,13529,4,26,36,71,27,39,14,24,12,16,12,4,1,10,3,6,25,18,3,1,-1,9
0,1,15,4,222785881_EZ014363.1_5-280,CUST_37_PI426266278,13365,1,-2,3,2,0,1,0,-1,1,1,0,1,0,1,1,1,1,1,2,0,-1,0
0,1,16,4,222786988_EZ015460.1_54-350,CUST_1009_PI426227498,13201,-6,0,2,4,1,0,0,-1,1,2,0,1,0,1,2,-2,1,0,2,1,0,0
0,1,17,4,222785618_EZ014130.1_282-899,CUST_123_PI426266349,13037,-1,-3,0,3,1,-1,-1,-1,0,1,-1,0,1,1,2,0,-1,4,0,0,1,-2
0,1,18,4,AF323688_1006_1041,CUST_122_PI426266615,12873,-1,-2,-1,2,1,0,1,0,-1,1,-1,-2,0,2,1,2,-4,2,-2,0,2,-1
0,1,19,4,222796367_EZ024755.1_70-367,CUST_1225_PI426227498,12709,0,-3,0,0,-1,0,0,1,-1,2,1,-3,0,2,0,3,0,-1,-2,-2,0,0
0,1,20,4,222781877_EZ010548.1_323-1383,CUST_50_PI426266271,12545,-9,0,-1,-6,-1,0,-1,-1,1,1,1,-1,0,1,-2,2,0,0,-1,-3,-1,-2
0,1,21,4,75858832_DQ144984.1_56-583,CUST_5_PI426266594,12381,284,271,970,2032,870,1270,569,1323,944,621,427,567,250,764,766,2495,249,642,364,240,14,185
0,1,22,4,Hg_125_159,CUST_245_PI426266615,12217,0,0,-8,-9,0,-3,0,-8,0,-1,-1,2,-1,1,-11,4,1,-5,-1,-1,-1,1
0,1,23,4,222547239_EZ003152.1_154-255,CUST_194_PI426227498,12053,2,1,-7,18,1,8,1,10,0,7,-1,5,-4,-1,1,14,1,2,0,2,1,1
0,1,24,4,222782676_EZ011347.1_32-190,CUST_52_PI426264540,11889,-1,0,0,0,1,0,1,0,0,0,-1,2,-1,0,0,1,0,-3,-1,-2,1,2
0,1,25,4,222780720_EZ009391.1_1075-1182,CUST_389_PI426227498,11725,1,-1,1,0,0,3,0,1,-1,1,2,-4,-1,1,1,1,1,25,1,0,1,0
0,1,26,4,62767032_AY916504.1_1018-1623,CUST_1_PI426232934,11561,-2,1,2,1,1,1,0,2,0,-1,2,1,-2,0,1,2,3,-1,0,0,0,0
0,1,27,4,222781456_EZ010127.1_1351-1524,CUST_461_PI426227498,11397,17,26,27,40,23,26,17,19,8,7,3,0,1,1,4,4,1,4,-1,-5,1,-1
0,1,28,4,NA,NA,11233,-1,0,-1,-1,0,0,1,1,0,-1,1,2,0,-2,2,-2,1,0,0,-4,1,0
0,1,29,4,MGID_897_217_251,CUST_346_PI426266615,11069,1,1,-4,0,0,1,0,-1,-2,1,0,3,0,1,2,1,0,0,-2,-1,0,-1
0,1,30,4,222781509_EZ010180.1_111-722,CUST_45_PI426265159,10905,2,5,0,-1,-1,1,2,-1,-4,2,-1,4,-1,0,1,-1,1,-1,0,-1,1,0
0,1,31,4,222800253_EZ028641.1_854-964,CUST_69_PI426266360,10741,1,2,-4,-1,1,1,1,1,-1,0,1,2,0,1,-1,0,1,-2,2,1,2,-1
0,1,32,4,222544707_EZ000897.1_386-1009,CUST_13_PI426227498,10577,0,2,-1,0,-1,0,0,2,-1,1,1,4,-1,2,0,1,1,-3,-1,2,2,2
0,1,33,4,NA,NA,10413,0,0,-6,-2,1,1,0,-1,0,-3,0,2,-2,1,0,-2,-3,-5,-1,0,1,1
0,1,34,4,NA,NA,10249,2,0,0,1,0,1,2,-1,-4,-1,0,2,-1,-1,-1,-3,-4,-1,0,-1,0,0
0,1,35,4,222785318_EZ013952.1_158-640,CUST_910_PI426227498,10085,3,4,1,2,0,1,1,1,-1,3,-1,1,-2,2,0,0,-1,2,-2,0,1,0
0,1,36,4,NA,NA,9921,1,1,1,1,0,-1,0,1,0,2,0,2,-1,0,0,-1,0,1,-2,1,0,1
0,1,37,4,222795924_EZ024312.1_34-240,CUST_3_PI426226214,9757,-1,-1,1,-3,0,0,0,-1,0,1,2,0,0,1,0,1,4,2,-1,2,1,-2
0,1,38,4,NA,NA,9593,-1,2,2,0,-2,-1,0,-1,2,1,1,0,1,0,0,0,3,0,-1,0,0,-3
0,1,39,4,222779052_EZ007723.1_24-1263,CUST_98_PI426227486,9429,13,16,34,58,41,45,25,36,27,41,10,15,12,14,40,24,15,9,2,4,-1,3
0,1,40,4,222779076_EZ007747.1_873-1007,CUST_362_PI426227498,9265,1,1,1,1,9,2,0,-1,-2,0,1,0,0,-4,0,-1,0,0,-2,0,0,1
0,1,41,4,NA,NA,9101,-1,1,-3,1,-1,0,1,-1,-2,-1,0,-2,0,-1,0,1,0,0,-3,0,-2,-2
0,1,42,4,222781618_EZ010289.1_308-430,CUST_33_PI426266311,8937,21,21,50,62,47,58,10,11,6,33,16,23,2,33,47,21,11,41,33,22,-3,8
0,1,43,4,169635058,CUST_13_PI426266566,8773,0,0,4,-1,38,15,18,-1,1,0,3,1,1,-9,14,1,2,11,24,-2,-2,0
0,1,44,4,222782861_EZ011532.1_74-319,CUST_186_PI426246026,8609,-1,0,2,0,1,1,-1,-1,-1,-1,2,2,0,-6,0,2,2,-1,14,0,-9,1
0,1,45,4,222801966_EZ030354.1_34-644,CUST_204_PI426264540,8445,0,-4,0,0,2,1,0,-1,1,0,0,3,0,-1,1,0,-2,1,-1,-1,-10,2
